,energy_pred
12624,953.5655
12625,196.72552
12626,52.562885
12627,197.317
12628,54.1472
12629,407.9643
12630,978.0546
12631,41.09986
12632,254.87804
12633,29.535362
12634,97.33304
12635,4.5527554
12636,121.51979
12637,10.977392
12638,65.985565
12639,14.828073
12640,198.69513
12641,80.54118
12642,7.868324
12643,24.505375
12644,223.13815
12645,1177.9714
12646,77.714745
12647,18.287138
12648,53.7042
12649,1212.1161
12650,175.06349
12651,131.88666
12652,151.97878
12653,32.854523
12654,144.1141
12655,1663.9117
12656,271.59973
12657,245.88992
12658,51.277905
12659,326.23328
12660,46.14455
12661,3927.6533
12662,26.087143
12663,62.966633
12664,151.04962
12665,269.09
12666,13.638303
12667,147.13724
12668,132.52667
12669,1931.4231
12670,24.2253
12671,6.3274117
12672,676.6779
12673,41.497177
12674,290.16263
12675,40.85175
12676,1177.226
12677,283.9244
12678,4.4754314
12679,35.425156
12680,1206.5825
12681,182.82869
12682,338.47653
12683,434.61646
12684,136.99126
12685,88.59357
12686,55.036533
12687,226.89246
12688,692.6281
12689,111.79684
12690,173.72993
12691,309.83575
12692,15.980922
12693,365.31696
12694,14.49887
12695,401.30344
12696,232.99884
12697,1168.4504
12698,89.41385
12699,261.755
12700,16.968525
12701,57.886997
12702,16.190437
12703,17.960623
12704,4.6231914
12705,288.00278
12706,406.29486
12707,83.92811
12708,98.57171
12709,241.27574
12710,125.344696
12711,4.887973
12712,142.86787
12713,19.393864
12714,68.99205
12715,5.6981688
12716,219.03978
12717,165.72668
12718,137.05527
12719,506.42615
12720,344.94904
12721,607.0457
12722,53.4107
12723,16.347317
12724,71.20935
12725,221.46959
12726,390.18887
12727,374.37207
12728,129.70992
12729,306.1915
12730,456.82257
12731,514.5009
12732,10.272634
12733,1479.2971
12734,186.80856
12735,23.8279
12736,12.655251
12737,78.83246
12738,212.84889
12739,330.39948
12740,122.33106
12741,360.0315
12742,180.11224
12743,99.49467
12744,412.44556
12745,111.054306
12746,2532.71
12747,381.0097
12748,99.93535
12749,467.5426
12750,32.128258
12751,112.75592
12752,820.89453
12753,112.53773
12754,486.63358
12755,67.18185
12756,45.611446
12757,85.065125
12758,95.35066
12759,210.65408
12760,57.176586
12761,8.114381
12762,11.366906
12763,94.15332
12764,4937.5723
12765,60.462288
12766,24.154875
12767,290.58713
12768,41.552082
12769,1745.6711
12770,208.09492
12771,1468.0695
12772,191.58585
12773,424.57965
12774,52.705864
12775,21.371956
12776,17.727478
12777,4.734678
12778,202.34781
12779,184.29266
12780,313.8636
12781,332.5871
12782,187.71773
12783,146.01285
12784,43.0405
12785,133.41609
12786,13.226468
12787,31.48025
12788,171.8303
12789,147.59206
12790,41.44804
12791,56.022785
12792,139.94888
12793,1055.5482
12794,220.12843
12795,29.885351
12796,41.562973
12797,189.1018
12798,318.5886
12799,464.6361
12800,4020.958
12801,233.31949
12802,4.6780953
12803,667.9232
12804,1467.6943
12805,41.733444
12806,100.69322
12807,327.40878
12808,28.081049
12809,101.18202
12810,54.450474
12811,216.04584
12812,489.09503
12813,1889.5233
12814,167.07782
12815,144.16536
12816,43.91773
12817,86.25931
12818,10.752415
12819,1583.6306
12820,1453.9841
12821,25.24173
12822,36.633217
12823,32.115124
12824,294.2167
12825,6.2434564
12826,82.19224
12827,713.5963
12828,35.611427
12829,41.977943
12830,388.56473
12831,582.2359
12832,438.9602
12833,20.261925
12834,157.1382
12835,300.1466
12836,18.367863
12837,132.39777
12838,418.38928
12839,105.9439
12840,136.18419
12841,130.30386
12842,238.32622
12843,325.72958
12844,189.6367
12845,423.25708
12846,331.5637
12847,33.28137
12848,199.51125
12849,38.107697
12850,52.74219
12851,427.39462
12852,51.321754
12853,196.08348
12854,250.1284
12855,48.70095
12856,249.68855
12857,5.269256
12858,254.58809
12859,526.55035
12860,146.25731
12861,178.48021
12862,64.359695
12863,11.77803
12864,26.064178
12865,847.2406
12866,57.095905
12867,56.005955
12868,34.19712
12869,22.110085
12870,26.877592
12871,83.324295
12872,195.99182
12873,19.967134
12874,5.480392
12875,110.75056
12876,931.7337
12877,11.263663
12878,1343.1342
12879,70.638405
12880,138.79546
12881,40.73258
12882,239.60509
12883,94.60307
12884,4.5598793
12885,276.10663
12886,22.706173
12887,256.0965
12888,208.7388
12889,7597.1846
12890,121.32219
12891,249.93262
12892,710.50604
12893,211.14809
12894,94.285194
12895,8.818765
12896,238.74268
12897,3035.4365
12898,133.72816
12899,1856.8154
12900,223.85353
12901,14.216561
12902,4.9088616
12903,67.410194
12904,4915.779
12905,30.015352
12906,658.06665
12907,27.983282
12908,150.71498
12909,519.6154
12910,251.94464
12911,802.09143
12912,9.4212675
12913,344.02295
12914,13.878495
12915,709.42914
12916,41.70816
12917,6.4384656
12918,23.774672
12919,167.73799
12920,248.73758
12921,326.37433
12922,262.23694
12923,15.800707
12924,175.59898
12925,694.5892
12926,316.12344
12927,168.08452
12928,42.106853
12929,1231.8407
12930,544.64355
12931,397.26407
12932,70.28822
12933,131.29811
12934,28.104038
12935,80.499344
12936,10.77419
12937,584.1268
12938,155.66377
12939,3870.3225
12940,141.6653
12941,94.269646
12942,240.71451
12943,7.1254473
12944,259.64008
12945,28.072805
12946,38.078636
12947,654.1097
12948,429.47098
12949,92.909706
12950,11.120629
12951,9.172921
12952,39.61049
12953,33.062542
12954,5.9740624
12955,674.057
12956,10.565758
12957,134.20729
12958,333.07635
12959,5.9263897
12960,22.464956
12961,2075.7786
12962,172.03642
12963,1209.9763
12964,109.664764
12965,28.858625
12966,355.23206
12967,172.28992
12968,25.483974
12969,498.1215
12970,138.11748
12971,42.697426
12972,191.81306
12973,87.937805
12974,6148.7046
12975,89.53149
12976,6357.742
12977,7.5894713
12978,72.5383
12979,255.77098
12980,58.009823
12981,202.91286
12982,246.39459
12983,29.038853
12984,288.37418
12985,3.7130265
12986,117.76275
12987,422.75555
12988,27.554342
12989,137.19699
12990,49.367702
12991,47.98781
12992,27.018642
12993,332.32266
12994,157.28358
12995,150.80022
12996,33.51236
12997,21.802254
12998,133.70418
12999,264.18875
13000,630.8496
13001,157.59627
13002,490.45505
13003,1106.525
13004,137.07597
13005,307.22443
13006,306.84778
13007,18.80031
13008,255.63011
13009,109.703094
13010,201.71387
13011,186.93866
13012,5.674079
13013,149.47502
13014,56.42551
13015,2791.268
13016,25.423956
13017,39.57624
13018,307.25748
13019,205.8023
13020,396.64273
13021,7268.915
13022,24.162506
13023,22.634949
13024,39.997044
13025,231.73746
13026,5.322707
13027,92.04379
13028,1033.834
13029,628.8445
13030,32.051422
13031,91.29812
13032,9.114961
13033,328.02472
13034,159.75078
13035,174.29945
13036,58.09275
13037,8242.246
13038,4768.0444
13039,28.441004
13040,188.66415
13041,87.59382
13042,5.9490085
13043,67.23301
13044,152.48306
13045,302.91797
13046,141.31926
13047,432.18707
13048,264.89523
13049,38.56427
13050,373.98438
13051,40.852493
13052,424.0794
13053,5100.5273
13054,6.939971
13055,411.48444
13056,26.751577
13057,628.816
13058,2305.9182
13059,15.379329
13060,137.70229
13061,35.272423
13062,60.606487
13063,40.245266
13064,107.43504
13065,28.422663
13066,40.457905
13067,267.26257
13068,5.5522285
13069,581.8082
13070,68.0669
13071,203.74733
13072,10.226847
13073,191.56532
13074,83.23019
13075,782.98346
13076,6.8967986
13077,6.8663116
13078,1557.6094
13079,18.939617
13080,338.45532
13081,701.44684
13082,4.350591
13083,171.49338
13084,28.26701
13085,128.07793
13086,30.568268
13087,53.307358
13088,56.518982
13089,20.031948
13090,226.04288
13091,201.55649
13092,130.97633
13093,78.793236
13094,4.7101073
13095,19.551275
13096,81.03734
13097,4.6104665
13098,59.41237
13099,158.82431
13100,553.36743
13101,400.3551
13102,340.15164
13103,7.008911
13104,102.61627
13105,4.085969
13106,108.49172
13107,175.81233
13108,19.389545
13109,34.766655
13110,72.22738
13111,130.86586
13112,78.3292
13113,1197.8594
13114,281.14972
13115,530.47076
13116,54.176575
13117,185.415
13118,572.6787
13119,7.535904
13120,1654.3308
13121,4.4699435
13122,136.8585
13123,117.58751
13124,5802.289
13125,527.4412
13126,310.3632
13127,30.066776
13128,2030.76
13129,399.22253
13130,147.6099
13131,59.70625
13132,366.50754
13133,252.92758
13134,28.10883
13135,140.59543
13136,23.101923
13137,160.39331
13138,51.579445
13139,2047.3481
13140,86.22531
13141,355.71707
13142,16.765167
13143,22.335657
13144,247.55556
13145,33.329613
13146,746.4992
13147,1270.164
13148,450.0518
13149,1515.831
13150,127.82288
13151,195.92616
13152,183.81488
13153,603.3442
13154,31.574202
13155,231.57715
13156,33.831104
13157,54.106155
13158,14.98004
13159,314.05942
13160,11.727464
13161,24.273184
13162,256.55237
13163,171.06401
13164,58.40037
13165,20.79047
13166,804.16693
13167,279.48227
13168,37.7554
13169,172.77899
13170,536.6899
13171,37.950542
13172,9.291185
13173,206.60278
13174,312.86212
13175,129.93384
13176,282.30515
13177,35.2463
13178,1061.8269
13179,393.63605
13180,994.33636
13181,16.821644
13182,145.60023
13183,231.90912
13184,2430.1948
13185,603.31244
13186,155.01051
13187,702.6045
13188,299.9789
13189,153.75978
13190,6.649266
13191,22.463326
13192,574.333
13193,240.44481
13194,1227.7509
13195,2098.211
13196,8.783736
13197,22.526707
13198,5.517127
13199,230.0371
13200,286.11905
13201,2778.688
13202,7.1460376
13203,465.36667
13204,236.11002
13205,290.8309
13206,8.879835
13207,14.974663
13208,6011.847
13209,85.32449
13210,1125.6617
13211,285.80643
13212,2131.8232
13213,81.86925
13214,9.104397
13215,28.80743
13216,297.62488
13217,25.898317
13218,172.38472
13219,363.1043
13220,142.32951
13221,212.2393
13222,9.006086
13223,202.44937
13224,19.111021
13225,40.49425
13226,17.33781
13227,16.6247
13228,58.350048
13229,130.5772
13230,69.33089
13231,20.239527
13232,175.24
13233,7.753999
13234,149.33199
13235,2465.8923
13236,546.1353
13237,197.98872
13238,879.35443
13239,114.02882
13240,6.8084807
13241,124.45458
13242,215.01886
13243,940.2133
13244,68.08603
13245,252.49878
13246,52.416306
13247,270.96207
13248,25.68676
13249,1071.7014
13250,880.91113
13251,50.02281
13252,97.973976
13253,345.2713
13254,21.804232
13255,4567.71
13256,86.31488
13257,96.571434
13258,196.8766
13259,172.55493
13260,12.134805
13261,11.804361
13262,536.68884
13263,54.956852
13264,4.7508106
13265,279.6469
13266,1382.7771
13267,40.62983
13268,50.03848
13269,272.27658
13270,246.62318
13271,637.5473
13272,205.65222
13273,22.81932
13274,202.63626
13275,12.28035
13276,147.23514
13277,880.1114
13278,87.45336
13279,11309.778
13280,443.58652
13281,94.048164
13282,85.58479
13283,493.62143
13284,4.2612343
13285,52.664318
13286,229.54079
13287,1591.8033
13288,1165.1007
13289,17.438684
13290,224.21654
13291,6175.5747
13292,781.2486
13293,100.94362
13294,141.56395
13295,43.900227
13296,62.351425
13297,9.346422
13298,154.7543
13299,57.351017
13300,65.74934
13301,6.1343627
13302,56.06302
13303,56.35181
13304,562.8034
13305,959.60944
13306,106.933304
13307,399.23712
13308,3.0543728
13309,591.3587
13310,234.28535
13311,201.30962
13312,672.53973
13313,530.2928
13314,48.777493
13315,104.19453
13316,50.462265
13317,2812.1174
13318,346.40012
13319,145.27217
13320,71.94126
13321,59.713734
13322,42.322754
13323,1071.8472
13324,10.290147
13325,264.1832
13326,920.5937
13327,498.573
13328,32.21938
13329,62.34396
13330,185.59503
13331,44.57583
13332,89.613106
13333,86.756134
13334,31.99429
13335,2161.1465
13336,67.3998
13337,173.94632
13338,167.2573
13339,289.40277
13340,30.801125
13341,133.13568
13342,29.665106
13343,1010.5713
13344,18.718918
13345,32.071743
13346,321.76608
13347,266.44592
13348,84.79711
13349,224.06075
13350,735.66034
13351,74.219795
13352,838.05676
13353,339.59595
13354,195.27232
13355,170.75092
13356,1878.9019
13357,69.66968
13358,8.592001
13359,32.193363
13360,182.73285
13361,22.751345
13362,41.430912
13363,1134.3638
13364,15.436845
13365,402.89963
13366,214.7829
13367,136.1997
13368,163.31264
13369,4.906577
13370,28.3547
13371,122.385796
13372,6.78515
13373,11.817479
13374,311.08673
13375,151.32382
13376,114.10069
13377,116.17839
13378,16.233734
13379,91.13126
13380,653.1927
13381,162.56995
13382,9.134054
13383,164.36461
13384,17.2491
13385,513.39545
13386,132.8184
13387,59.251064
13388,578.6778
13389,250.9025
13390,42.216496
13391,57.6019
13392,125.04854
13393,150.32661
13394,87.49829
13395,144.49695
13396,4.1701055
13397,62.268333
13398,5615.6396
13399,156.53812
13400,39.033268
13401,49.49062
13402,459.54907
13403,1204.0383
13404,72.89812
13405,50.461365
13406,10.365762
13407,653.08325
13408,134.42928
13409,234.04764
13410,22.628729
13411,306.51605
13412,109.57493
13413,830.80585
13414,772.1193
13415,152.60274
13416,237.29807
13417,190.86464
13418,1881.8572
13419,7720.841
13420,5020.2646
13421,47.217827
13422,15.165948
13423,3649.2048
13424,9.642806
13425,522.554
13426,35.293816
13427,1688.0165
13428,42.175632
13429,16.812826
13430,744.9408
13431,326.87973
13432,651.0839
13433,2019.2402
13434,41.114204
13435,97.98547
13436,169.4097
13437,30.219511
13438,36.59094
13439,183.81313
13440,56.714188
13441,75.33661
13442,1933.3506
13443,609.9643
13444,559.6493
13445,189.08817
13446,9.619858
13447,498.5904
13448,55.209488
13449,9.349947
13450,52.42608
13451,118.75588
13452,15.676448
13453,331.90213
13454,355.84805
13455,3.7916355
13456,336.3838
13457,98.24621
13458,593.9177
13459,65.69137
13460,433.29474
13461,65.65625
13462,5404.006
13463,109.3552
13464,28.600338
13465,15.745912
13466,745.90875
13467,1063.3094
13468,552.5828
13469,6.5875254
13470,135.81381
13471,1283.6094
13472,235.9428
13473,6.0970497
13474,11.701412
13475,188.08008
13476,1232.7317
13477,179.56374
13478,372.2151
13479,41.01901
13480,95.59703
13481,402.59
13482,196.73415
13483,287.1656
13484,130.49068
13485,12.925901
13486,1541.4069
13487,230.26413
13488,46.88335
13489,584.7988
13490,317.9253
13491,911.56305
13492,30.954702
13493,253.01744
13494,316.3177
13495,43.080204
13496,11826.144
13497,18.072407
13498,32.398945
13499,183.30736
13500,21.320456
13501,6.0265775
13502,228.09845
13503,26.343763
13504,335.9799
13505,213.73643
13506,90.75161
13507,1341.0824
13508,678.52264
13509,4.863871
13510,83.466774
13511,164.39537
13512,29.787329
13513,407.04565
13514,17.785162
13515,613.711
13516,4.471356
13517,5.884217
13518,8.286919
13519,25.305157
13520,297.1503
13521,61.85751
13522,179.07289
13523,322.19196
13524,73.40585
13525,319.09534
13526,415.1219
13527,3147.9753
13528,333.05905
13529,14.286515
13530,155.20409
13531,49.787712
13532,764.2111
13533,41.338425
13534,245.86
13535,50.691795
13536,27.420238
13537,20.58568
13538,2226.015
13539,18.20454
13540,304.91412
13541,448.75684
13542,77.33814
13543,30.870531
13544,28.044521
13545,456.29486
13546,900.225
13547,232.35399
13548,367.91074
13549,269.90698
13550,5.814613
13551,387.7146
13552,234.70308
13553,104.8067
13554,125.73699
13555,151.2147
13556,53.67008
13557,53.073166
13558,559.36334
13559,193.4141
13560,535.1898
13561,34.399975
13562,6.1430964
13563,440.38632
13564,256.9273
13565,383.87692
13566,181.90804
13567,317.61264
13568,80.40871
13569,69.616585
13570,358.50446
13571,18.052002
13572,325.354
13573,48.53934
13574,237.00632
13575,33.13461
13576,137.89467
13577,512.6297
13578,1347.0396
13579,21.198372
13580,135.6137
13581,40.752388
13582,90.27416
13583,332.4402
13584,66.02001
13585,245.18108
13586,21.979464
13587,484.54486
13588,218.13013
13589,246.48734
13590,145.16525
13591,59.55088
13592,941.331
13593,195.84761
13594,4.82485
13595,183.91084
13596,24.52172
13597,13.804598
13598,425.49213
13599,195.10811
13600,67.08181
13601,5232.4697
13602,204.86288
13603,271.63443
13604,60.78116
13605,130.67136
13606,288.23914
13607,900.67584
13608,96.8431
13609,26.75379
13610,4.982433
13611,311.25415
13612,381.59607
13613,27.082176
13614,92.44019
13615,22.575512
13616,651.6077
13617,100.20463
13618,268.39505
13619,24.869272
13620,110.04178
13621,24.922848
13622,130.80424
13623,174.97348
13624,75.542
13625,44.901817
13626,17.873035
13627,6429.865
13628,38.79028
13629,127.29617
13630,266.73898
13631,94.78221
13632,539.12366
13633,17.91728
13634,20.211275
13635,442.90173
13636,1491.3992
13637,196.618
13638,279.22607
13639,12.985906
13640,39.163406
13641,2033.19
13642,6.3610177
13643,344.33545
13644,415.85898
13645,649.8621
13646,10.785896
13647,1080.0093
13648,206.47638
13649,45.875645
13650,113.23071
13651,147.94327
13652,97.24504
13653,9763.963
13654,511.21054
13655,12.670689
13656,8.067754
13657,7.323422
13658,1204.37
13659,194.6502
13660,7.9365263
13661,7.438719
13662,82.82133
13663,114.71418
13664,357.72183
13665,1565.4829
13666,3012.2788
13667,324.14352
13668,336.37387
13669,48.40351
13670,109.89852
13671,36.93489
13672,238.95325
13673,330.866
13674,15.031815
13675,141.26053
13676,82.26306
13677,5414.0547
13678,149.24402
13679,208.48328
13680,119.875565
13681,36.66277
13682,576.8585
13683,83.90199
13684,10.660849
13685,731.12665
13686,58.11909
13687,2172.9602
13688,176.21733
13689,257.77374
13690,1566.8765
13691,100.941154
13692,425.7176
13693,186.6363
13694,477.76886
13695,161.3025
13696,32.64223
13697,59.914154
13698,1764.186
13699,25.202389
13700,16.12569
13701,17.788961
13702,405.73315
13703,145.45679
13704,13.206401
13705,10.25424
13706,62.496754
13707,32.541965
13708,154.3701
13709,468.05283
13710,766.98944
13711,390.8987
13712,40.306175
13713,13.052988
13714,272.75116
13715,265.1824
13716,18.391422
13717,231.0268
13718,188.90822
13719,54.543083
13720,66.747826
13721,263.59103
13722,76.24765
13723,8469.27
13724,156.47295
13725,219.28209
13726,943.8395
13727,98.21857
13728,196.11145
13729,894.53644
13730,3990.2307
13731,244.35774
13732,352.58078
13733,192.27243
13734,47.630527
13735,31.98551
13736,105.84741
13737,6.4771194
13738,428.41788
13739,473.24567
13740,5.666049
13741,1792.2935
13742,20.481407
13743,79.43212
13744,1021.02985
13745,334.53177
13746,209.82452
13747,326.04163
13748,80.69179
13749,255.50835
13750,707.87885
13751,356.4468
13752,266.26935
13753,27.89679
13754,255.9119
13755,144.28241
13756,236.1288
13757,5.477741
13758,31.168383
13759,113.09425
13760,129.84117
13761,113.85759
13762,661.5024
13763,93.418365
13764,269.623
13765,238.3815
13766,152.75343
13767,62.969078
13768,207.35185
13769,100.908844
13770,613.72705
13771,75.48254
13772,13.26892
13773,338.568
13774,61.74778
13775,454.12845
13776,217.75755
13777,69.82467
13778,460.4901
13779,541.4002
13780,494.25677
13781,574.78345
13782,332.98035
13783,87.91679
13784,26.419258
13785,230.05664
13786,1708.8367
13787,80.170525
13788,461.09473
13789,8.862717
13790,109.95998
13791,16.307587
13792,287.42905
13793,110.90774
13794,107.15031
13795,123.12318
13796,1128.4037
13797,428.59375
13798,350.54248
13799,313.9849
13800,85.13284
13801,1301.7102
13802,272.09274
13803,49.27121
13804,268.76993
13805,316.97922
13806,27.948133
13807,391.58627
13808,661.179
13809,100.32841
13810,536.0148
13811,243.70903
13812,35.256916
13813,399.17844
13814,5.837513
13815,44.21704
13816,169.7177
13817,190.28893
13818,141.59503
13819,77.56067
13820,4.702968
13821,13.030366
13822,8.293731
13823,134.15396
13824,475.91614
13825,116.5287
13826,39.93039
13827,256.71286
13828,798.93536
13829,448.30307
13830,102.876434
13831,387.76556
13832,26.599596
13833,33.02538
13834,104.94195
13835,181.42104
13836,292.27896
13837,25.256968
13838,3180.2559
13839,6.649313
13840,20.232733
13841,224.51036
13842,271.91
13843,43.35594
13844,3220.0674
13845,175.43521
13846,140.45413
13847,252.82733
13848,6.569664
13849,366.58188
13850,1350.0391
13851,50.809784
13852,61.896824
13853,109.15867
13854,37.274242
13855,134.10544
13856,841.5623
13857,116.81543
13858,11.875177
13859,245.57758
13860,73.500565
13861,285.31357
13862,9.838156
13863,22.723467
13864,8.607051
13865,697.93524
13866,146.43289
13867,54.960545
13868,952.23175
13869,154.19582
13870,8.9871855
13871,408.4367
13872,205.75838
13873,30.491848
13874,861.9621
13875,597.14606
13876,52.987556
13877,77.70756
13878,5.6182704
13879,163.35773
13880,927.6702
13881,118.400925
13882,163.69579
13883,2306.1326
13884,42.557426
13885,155.44287
13886,119.340836
13887,18.988922
13888,238.30054
13889,93.08602
13890,41.37165
13891,81.89941
13892,9.407505
13893,7.5628743
13894,3216.5674
13895,1074.1498
13896,160.0596
13897,160.16853
13898,32.996918
13899,24.706276
13900,2765.1824
13901,8.718385
13902,159.21295
13903,7.4197526
13904,100.80063
13905,80.67977
13906,123.0605
13907,324.02084
13908,1659.0479
13909,214.45758
13910,37.921818
13911,83.19947
13912,133.133
13913,17.918442
13914,67.7313
13915,405.51257
13916,70.988625
13917,156.01056
13918,48.956867
13919,19.09439
13920,72.0234
13921,10.433116
13922,27.591639
13923,45.376842
13924,27.851171
13925,1280.5383
13926,56.453762
13927,29.689396
13928,162.76285
13929,78.19897
13930,25.364914
13931,29.511843
13932,57.39537
13933,779.88544
13934,97.09016
13935,94.64672
13936,20.790806
13937,173.72125
13938,20.514183
13939,1878.012
13940,435.5152
13941,117.31983
13942,723.5998
13943,38.119164
13944,31.861013
13945,681.77997
13946,73.33121
13947,68.63008
13948,335.27408
13949,85.49908
13950,57.23213
13951,423.0263
13952,4482.534
13953,169.50705
13954,262.17648
13955,11.958127
13956,382.10297
13957,291.4521
13958,198.11432
13959,24.97658
13960,141.79419
13961,138.34366
13962,26.644564
13963,404.18512
13964,15.542484
13965,343.4873
13966,84.78462
13967,26.617264
13968,15.484027
13969,34.41031
13970,23.09966
13971,86.48011
13972,36.771458
13973,90.12577
13974,79.61735
13975,22.642076
13976,163.63847
13977,52.260014
13978,29.076872
13979,2829.3672
13980,660.96063
13981,110.769585
13982,874.20435
13983,76.09969
13984,11.928662
13985,5.533721
13986,175.5997
13987,1629.5387
13988,100.44063
13989,93.1389
13990,13.390355
13991,231.87895
13992,68.18591
13993,491.8224
13994,90.74506
13995,164.67665
13996,27.099821
13997,48.765305
13998,144.24174
13999,78.73381
14000,8.779951
14001,54.048393
14002,483.90448
14003,96.00427
14004,10.537033
14005,129.74062
14006,568.27313
14007,33.488754
14008,1608.261
14009,323.65692
14010,16.81154
14011,656.7657
14012,310.97632
14013,268.18408
14014,160.41132
14015,374.18872
14016,109.1611
14017,502.93478
14018,7.374673
14019,158.55582
14020,115.6591
14021,328.63013
14022,921.9593
14023,6.401466
14024,13.121089
14025,20.732244
14026,4.873341
14027,5236.5264
14028,240.09413
14029,173.3592
14030,234.70038
14031,10.216314
14032,51.771164
14033,262.02042
14034,146.26257
14035,38.658314
14036,254.83066
14037,45.20646
14038,1685.1821
14039,492.42966
14040,76.24053
14041,4.5678062
14042,68.50178
14043,127.75571
14044,216.88127
14045,510.75046
14046,884.25964
14047,456.91742
14048,645.24023
14049,228.14043
14050,219.65372
14051,86.313545
14052,67.19234
14053,74.18342
14054,179.06737
14055,93.48156
14056,10.847863
14057,26.930656
14058,40.62942
14059,6.53468
14060,327.14413
14061,1588.0521
14062,288.1011
14063,33.681183
14064,108.59907
14065,21.410446
14066,24.915756
14067,5.1546116
14068,21.571484
14069,388.25256
14070,7.40334
14071,100.16111
14072,8.641534
14073,28.737192
14074,89.298035
14075,315.88144
14076,256.5594
14077,406.54074
14078,257.15402
14079,41.021027
14080,6.503158
14081,21.48699
14082,926.9469
14083,262.48624
14084,79.36825
14085,1886.8364
14086,77.72008
14087,387.229
14088,1398.1072
14089,65.53205
14090,204.41562
14091,2926.1392
14092,22.232006
14093,6362.6484
14094,16.948442
14095,224.49045
14096,38.231853
14097,203.86119
14098,304.73376
14099,20.938427
14100,75.95271
14101,39.96653
14102,53.067966
14103,52.627075
14104,159.98454
14105,20.74099
14106,144.02014
14107,684.45636
14108,113.62052
14109,94.12339
14110,305.1228
14111,7.3902845
14112,186.0868
14113,240.29242
14114,465.647
14115,164.47763
14116,83.25508
14117,12.675165
14118,25.410416
14119,186.94801
14120,24.299644
14121,237.17876
14122,71.827805
14123,25.623377
14124,11.482063
14125,9.223725
14126,416.85336
14127,70.7235
14128,306.43692
14129,258.9162
14130,33.717392
14131,24.022007
14132,119.57774
14133,162.60933
14134,233.6297
14135,32.460762
14136,196.43433
14137,168.39934
14138,1080.7211
14139,16.79314
14140,97.671814
14141,11.582189
14142,79.515
14143,165.68172
14144,329.82037
14145,74.340866
14146,347.22446
14147,414.09473
14148,731.63873
14149,51.125847
14150,99.60708
14151,5010.1084
14152,117.585495
14153,99.80316
14154,374.528
14155,129.71718
14156,16.169432
14157,225.96635
14158,242.1295
14159,29.260159
14160,32.12396
14161,379.56448
14162,22.11719
14163,196.54663
14164,134.72046
14165,443.22888
14166,964.26276
14167,623.88824
14168,172.83644
14169,52.124115
14170,57.962807
14171,4.4902
14172,67.39407
14173,9.657761
14174,27.23973
14175,487.8178
14176,56.836132
14177,62.888203
14178,218.50906
14179,30.283016
14180,235.85909
14181,431.2359
14182,129.28017
14183,115.2777
14184,20.495653
14185,141.20139
14186,37.79964
14187,654.6567
14188,16.718338
14189,99.671265
14190,33.640553
14191,20.659885
14192,33.308132
14193,283.64636
14194,121.58643
14195,352.6859
14196,28.868416
14197,105.710175
14198,78.44278
14199,511.3725
14200,155.51915
14201,232.36064
14202,257.91928
14203,145.39658
14204,14.698938
14205,18.998596
14206,43.119892
14207,15.475383
14208,33.710354
14209,113.93146
14210,867.03564
14211,192.00977
14212,440.5064
14213,73.87058
14214,7.795525
14215,133.27538
14216,98.851135
14217,90.18339
14218,22.020884
14219,82.11004
14220,9.532444
14221,1459.6619
14222,747.81866
14223,116.0316
14224,345.4221
14225,359.07626
14226,4.585919
14227,1701.0378
14228,117.72918
14229,27.774288
14230,87.32831
14231,108.06026
14232,26.694603
14233,997.2774
14234,516.0744
14235,596.1359
14236,104.073296
14237,168.11784
14238,1028.4877
14239,8106.7734
14240,19.75153
14241,6.0292344
14242,10.658624
14243,41.580223
14244,10.144162
14245,1541.5603
14246,34.33676
14247,6.7402086
14248,188.98738
14249,420.3767
14250,98.46219
14251,492.33875
14252,6.8893847
14253,254.8208
14254,46.89535
14255,590.19293
14256,255.2824
14257,4888.41
14258,21.155445
14259,5684.042
14260,9.041405
14261,230.83492
14262,33.97196
14263,391.39954
14264,105.155174
14265,49.56367
14266,391.51474
14267,81.453514
14268,6.818028
14269,78.0504
14270,832.30945
14271,224.9634
14272,314.4715
14273,317.82135
14274,10.140797
14275,159.44182
14276,41.014977
14277,499.773
14278,160.44096
14279,302.26596
14280,219.57199
14281,254.98279
14282,251.48276
14283,399.35492
14284,274.00082
14285,350.35916
14286,22.179178
14287,14.12933
14288,14.044906
14289,296.25485
14290,91.85293
14291,368.94406
14292,15.709948
14293,145.63123
14294,577.87427
14295,99.30236
14296,62.978397
14297,97.81945
14298,216.44655
14299,64.65709
14300,4269.2383
14301,761.1293
14302,30.050661
14303,41.592968
14304,221.7333
14305,222.30101
14306,194.88762
14307,61.10882
14308,270.84616
14309,100.72843
14310,105.63554
14311,548.3444
14312,48.21129
14313,23.915314
14314,741.13446
14315,489.20145
14316,125.20245
14317,11.052477
14318,107.186844
14319,69.27826
14320,19.67075
14321,433.86533
14322,505.7162
14323,293.9464
14324,110.120575
14325,13.448806
14326,77.44328
14327,39.81389
14328,1151.608
14329,89.18888
14330,330.53543
14331,37.915867
14332,380.5124
14333,264.24313
14334,232.2432
14335,89.32389
14336,214.84894
14337,1027.5737
14338,5.674219
14339,347.6141
14340,877.64154
14341,49.5063
14342,42.149868
14343,180.17305
14344,5.859229
14345,520.5839
14346,116.72047
14347,5019.9473
14348,102.15133
14349,369.39062
14350,560.833
14351,1967.1796
14352,5.7442865
14353,18.218662
14354,545.40686
14355,728.2808
14356,2796.6377
