,energy_pred
146,238.74533
147,184.27458
148,700.80194
149,98.421036
150,118.09114
151,3855.479
152,403.428
153,423.1385
154,79.90369
155,682.03656
156,10.361645
157,276.5647
158,174.2697
159,21.475924
160,401.9669
161,13.649659
162,78.70147
163,1694.9294
164,72.29639
165,108.01373
166,131.91492
167,2229.5356
168,620.2891
169,110.87245
170,40.137756
171,24.45915
172,369.3037
173,60.86885
174,13.633878
175,243.98636
176,9.474754
177,50.99177
178,276.6884
179,88.751785
180,321.17157
181,10.281529
182,35.270508
183,454.64453
184,30.21408
185,147.75171
186,54.407005
187,35.709682
188,162.04247
189,74.49786
190,90.04002
191,30.120338
192,122.01913
193,343.38208
194,155.64471
195,568.23004
196,101.42513
197,226.81787
198,22.724903
199,53.68008
200,165.56422
201,68.94035
202,365.85385
203,464.48102
204,3.9417982
205,221.2078
206,496.96976
207,14.090391
208,125.53238
209,199.6908
210,28.20401
211,339.7032
212,270.55594
213,342.7326
214,77.90325
215,451.66898
216,257.1378
217,12.101493
218,1665.932
219,24.703964
220,558.44977
221,331.5216
222,414.9875
223,258.82764
224,18.242506
225,231.01389
226,113.9365
227,578.6846
228,20.351938
229,6058.3877
230,95.00842
231,37.511806
232,906.49786
233,201.57385
234,6.197588
235,8.585457
236,44.01918
237,1057.5634
238,277.49634
239,203.64778
240,4.731081
241,55.948017
242,868.1171
243,143.67104
244,1320.6245
245,10.79602
246,261.82126
247,51.59048
248,1038.0405
249,30.990393
250,96.12254
251,9.749893
252,76.22433
253,99.66263
254,1931.2092
255,189.44557
256,234.46617
257,502.67334
258,191.67757
259,806.14374
260,133.73178
261,658.726
262,4439.499
263,7.3995876
264,43.604267
265,773.6018
266,111.78771
267,243.80571
268,122.94878
269,23.932123
270,5.335121
271,320.91083
272,312.20898
273,36.64327
274,150.02269
275,4.778959
276,1180.1536
277,147.44984
278,337.51797
279,63.52683
280,6.3285213
281,13.277341
282,10.430509
283,4.322785
284,91.43198
285,1604.4485
286,1306.126
287,228.92503
288,893.7734
289,142.6504
290,14.618532
291,193.65364
292,197.59264
293,59.598415
294,378.0982
295,62.376354
296,210.4744
297,82.67194
298,169.26636
299,11.339583
300,24.553827
301,204.36542
302,50.40369
303,290.0497
304,236.18034
305,264.54358
306,39.217583
307,167.21849
308,53.033485
309,196.79884
310,1871.0321
311,4.7537527
312,591.57916
313,779.3524
314,31.13924
315,4.7288895
316,8.012441
317,104.44827
318,29.40156
319,209.31717
320,83.09583
321,41.488235
322,286.12494
323,496.31763
324,215.28978
325,414.2611
326,274.98093
327,161.53906
328,121.2698
329,45.54861
330,228.24274
331,563.1508
332,295.45258
333,38.438824
334,80.82165
335,159.78519
336,100.519264
337,304.1042
338,1232.1332
339,17.081034
340,4.0242453
341,72.28236
342,63.010674
343,15.713279
344,79.550064
345,6.2300143
346,222.5561
347,464.09045
348,166.20088
349,72.436
350,204.59726
351,125.77747
352,24.532804
353,2363.3108
354,46.51977
355,208.02351
356,136.74826
357,168.7656
358,485.2925
359,73.27537
360,202.9573
361,64.08187
362,921.9659
363,5.283392
364,80.34396
365,180.41414
366,137.51479
367,7.6108713
368,48.606716
369,408.73486
370,201.93141
371,107.8294
372,22.478502
373,2736.349
374,25.492983
375,4.354688
376,18.904217
377,25.985157
378,59.60443
379,242.97224
380,1954.5422
381,213.43219
382,43.983288
383,13.972989
384,174.95322
385,53.90924
386,105.18758
387,208.41708
388,54.460716
389,315.1452
390,196.60414
391,180.65025
392,5.3357263
393,63.44534
394,309.83582
395,34.861485
396,343.89676
397,79.289185
398,432.16052
399,16.330578
400,179.93796
401,45.01892
402,13.479944
403,123.901566
404,41.51165
405,294.03583
406,275.03876
407,58.934322
408,271.33545
409,28.886833
410,370.7365
411,11.074787
412,133.5734
413,47.632034
414,66.87566
415,26.465797
416,539.97723
417,250.91345
418,357.96497
419,249.26729
420,150.34377
421,170.77179
422,445.15906
423,137.93694
424,46.825203
425,87.26118
426,161.79628
427,308.2818
428,42.476273
429,547.92
430,262.9758
431,6.747137
432,3527.934
433,333.71814
434,138.8207
435,352.47174
436,12.385488
437,6.7045507
438,5.543289
439,289.6283
440,725.46246
441,169.14713
442,374.85168
443,30.415514
444,5.4688163
445,54.81874
446,304.3108
447,228.00116
448,46.047802
449,752.3974
450,58.617302
451,316.56705
452,433.27124
453,322.47275
454,239.19992
455,47.09974
456,2475.1436
457,79.81208
458,606.73346
459,130.8239
460,70.86193
461,16.60202
462,793.01294
463,150.17844
464,429.6781
465,154.84561
466,127.40358
467,85.71213
468,253.38072
469,373.02643
470,76.36018
471,419.60376
472,29.144848
473,437.40308
474,169.46681
475,89.849556
476,238.65274
477,169.61763
478,139.12814
479,499.81134
480,960.1301
481,112.40939
482,657.416
483,106.510735
484,683.48627
485,37.39322
486,79.74223
487,52.920013
488,41.839657
489,703.0767
490,7.2650023
491,556.53815
492,128.38596
493,491.23193
494,1405.2783
495,1311.2891
496,13.490487
497,118.46784
498,122.83341
499,14.100295
500,32.314774
501,6.5972834
502,633.15155
503,293.5263
504,5.269677
505,217.95692
506,181.5663
507,160.231
508,346.763
509,137.51102
510,20.699808
511,260.95755
512,2073.7935
513,47.773785
514,67.30697
515,77.29144
516,1053.1174
517,326.94244
518,222.34682
519,539.23413
520,137.65013
521,382.14215
522,490.50226
523,222.49422
524,173.96251
525,541.872
526,79.400406
527,179.53317
528,14.514676
529,109.52527
530,8.245115
531,64.32628
532,225.81169
533,282.14758
534,61.146744
535,426.75287
536,246.04524
537,81.06191
538,558.96576
539,337.73373
540,156.77133
541,52.44112
542,15.338679
543,530.21014
544,547.1992
545,364.8431
546,50.32888
547,17.768272
548,32.28833
549,633.714
550,10.800319
551,3250.1147
552,268.88843
553,9.7482195
554,566.5135
555,2283.0835
556,461.45502
557,18.738483
558,16.259798
559,865.109
560,97.52995
561,41.953045
562,232.16798
563,44.761215
564,1725.6537
565,331.90784
566,92.44633
567,4008.1587
568,134.3919
569,5.149363
570,133.00127
571,30.268845
572,17.120983
573,58.44452
574,1870.987
575,4.3880353
576,1781.4836
577,11.099957
578,204.8463
579,547.33136
580,947.38043
581,51.292477
582,48.1419
583,27.411415
584,92.52555
585,149.53825
586,76.32968
587,57.738323
588,1890.8466
589,111.49808
590,329.60355
591,2188.6885
592,32.93762
593,137.07426
594,5.4823976
595,4.076564
596,4165.862
597,9.28978
598,410.11957
599,33.42065
600,48.168762
601,608.6503
602,50.631435
603,5.754504
604,234.43452
605,13.034378
606,74.0226
607,15.421277
608,19.788074
609,1741.4983
610,981.50165
611,411.14148
612,241.0372
613,5.7684565
614,11.042252
615,22.8309
616,415.70398
617,8.134045
618,255.27805
619,680.2171
620,3709.4148
621,219.59138
622,132.96523
623,990.94714
624,253.2712
625,298.2277
626,113.247536
627,435.30603
628,76.494064
629,5099.8125
630,190.99562
631,74.47738
632,2521.3586
633,3.1499138
634,79.25199
635,431.69916
636,86.422386
637,279.0869
638,11.975541
639,313.0597
640,166.4588
641,593.97406
642,181.03831
643,195.31387
644,6.9227815
645,246.26329
646,8.739634
647,5.387328
648,90.483246
649,1517.626
650,5.406084
651,644.2677
652,267.6817
653,39.940235
654,14.753034
655,446.65732
656,46.895905
657,1207.2197
658,229.48244
659,143.72366
660,73.14547
661,318.5745
662,502.26578
663,31.25522
664,259.22604
665,359.20108
666,266.81375
667,30.651487
668,220.54106
669,42.17549
670,1652.1553
671,10.74932
672,978.806
673,33.11276
674,1493.6368
675,34.21135
676,175.64919
677,66.65298
678,2307.1418
679,185.49837
680,20.313242
681,39.236034
682,1312.464
683,450.28046
684,28.12835
685,51.20251
686,63.62905
687,19.656841
688,290.22397
689,307.7177
690,17.829294
691,5.512706
692,31.996157
693,61.938324
694,23.48644
695,70.81953
696,687.23517
697,483.6907
698,86.381836
699,147.46118
700,35.6847
701,299.80493
702,589.8653
703,907.8293
704,296.52515
705,153.69487
706,161.05614
707,65.09317
708,269.26917
709,53.007835
710,5116.558
711,261.97595
712,24.553127
713,216.9472
714,94.916954
715,425.71173
716,69.945274
717,471.07422
718,65.86844
719,6.0835786
720,676.4902
721,15.1245165
722,567.3496
723,225.6852
724,110.08483
725,438.48822
726,108.09544
727,334.26666
728,7.059878
729,227.80966
730,46.88633
731,13.295512
732,241.735
733,108.87466
734,24.08804
735,182.92818
736,23.409777
737,13.786136
738,4.411827
739,294.6733
740,189.46216
741,3.764285
742,500.97943
743,13.703777
744,52.209633
745,166.41327
746,89.47899
747,143.69193
748,43.13061
749,19.030289
750,66.81641
751,21.720486
752,140.27454
753,31.07983
754,130.48898
755,133.22545
756,18.027332
757,11.556041
758,418.21252
759,232.4946
760,123.96042
761,95.32031
762,1132.2292
763,162.29411
764,199.52957
765,10.476875
766,850.3951
767,645.3647
768,1277.6521
769,317.50888
770,47.793602
771,19.013193
772,156.39777
773,15.326418
774,154.76909
775,878.524
776,6276.3213
777,79.163734
778,9.445332
779,73.272995
780,149.78064
781,205.97461
782,882.2724
783,63.9578
784,42.0797
785,72.67815
786,1955.9211
787,220.23712
788,173.91933
789,101.6003
790,182.60468
791,10.21064
792,13.801423
793,755.63947
794,129.6794
795,17.961561
796,13.662111
797,45.22566
798,9.86829
799,193.29637
800,392.55002
801,1499.0951
802,90.050255
803,5.1778727
804,377.16644
805,821.02985
806,46.400585
807,6.4106903
808,10.931201
809,436.03708
810,780.1827
811,777.6451
812,8.539636
813,1142.0024
814,134.47868
815,545.4018
816,462.25006
817,14.089671
818,5.6173515
819,189.5491
820,61.361805
821,255.3725
822,183.22273
823,14.194473
824,13.126229
825,16.908632
826,50.670895
827,52.283924
828,30.211365
829,53.223415
830,15.349545
831,1548.4497
832,495.1225
833,230.10059
834,5.988165
835,1163.1671
836,77.14901
837,102.64901
838,171.50453
839,4196.111
840,237.2806
841,20.975092
842,64.56257
843,298.0048
844,359.8657
845,53.17641
846,49.734596
847,221.81598
848,17.578096
849,492.51562
850,6.4777346
851,865.2287
852,242.56128
853,269.06903
854,244.18109
855,281.33704
856,31.499283
857,7.4797726
858,3.7468772
859,65.64186
860,86.71501
861,100.13599
862,234.0933
863,5.730048
864,34.540276
865,204.87228
866,122.493065
867,149.28836
868,20.295176
869,142.07649
870,49.025417
871,190.53282
872,134.70375
873,176.66869
874,61.493584
875,40.380745
876,777.39264
877,460.30496
878,1226.8109
879,9.201191
880,361.86658
881,156.78386
882,16.360624
883,6.3798547
884,48.645477
885,47.400932
886,285.37338
887,27.27124
888,131.33153
889,6.950605
890,232.67828
891,24.916393
892,58.49717
893,852.9187
894,73.3863
895,107.57763
896,259.4868
897,73.30383
898,125.95235
899,662.89386
900,32.96217
901,54.17132
902,293.24988
903,85.5027
904,164.81868
905,47.531155
906,8.277729
907,39.763325
908,22.935022
909,1945.5549
910,758.1451
911,4.412583
912,384.40793
913,116.60592
914,29.802294
915,194.2782
916,130.74199
917,469.42157
918,93.04273
919,155.26897
920,283.7792
921,1544.6067
922,514.2232
923,30.001184
924,479.08917
925,436.44165
926,34.91817
927,331.6194
928,30.533945
929,394.34476
930,8.874027
931,20.31929
932,137.93468
933,12.742249
934,169.78786
935,91.04015
936,181.27023
937,140.40834
938,93.742065
939,425.16687
940,210.97389
941,194.63853
942,5.5881724
943,157.81822
944,217.0893
945,373.44846
946,24.264076
947,84.07489
948,160.73717
949,310.71777
950,7.7504606
951,1188.0209
952,87.090256
953,699.1755
954,3.7489429
955,248.96002
956,942.45575
957,724.9776
958,175.82362
959,64.37302
960,265.26187
961,259.91052
962,122.06729
963,63.900417
964,208.00212
965,238.98074
966,60.44605
967,149.52487
968,1616.427
969,27.564802
970,17.429516
971,320.87634
972,8.125529
973,212.78003
974,97.4044
975,6.6947484
976,697.5854
977,336.27295
978,251.49698
979,159.98058
980,1009.192
981,91.92317
982,148.14499
983,191.08676
984,300.8242
985,660.34155
986,314.08838
987,238.75133
988,122.4075
989,144.79572
990,227.2264
991,40.886578
992,277.16223
993,19.99254
994,689.5191
995,190.29305
996,35.644016
997,397.63385
998,289.35257
999,513.2224
1000,220.20929
1001,351.31177
1002,20.372498
1003,1425.751
1004,45.183167
1005,46.694057
1006,193.80518
1007,175.6086
1008,1556.6394
1009,58.17173
1010,68.496315
1011,551.4137
1012,1159.4557
1013,4.675774
1014,18.794388
1015,1128.0322
1016,2013.2745
1017,305.6476
1018,330.77206
1019,71.771706
1020,183.29376
1021,42.58108
1022,97.30342
1023,45.91625
1024,32.52088
1025,31.968662
1026,1302.4337
1027,247.0734
1028,1449.0867
1029,208.7559
1030,97.376396
1031,136.37741
1032,165.19492
1033,353.05298
1034,11.164652
1035,380.79434
1036,288.9267
1037,731.2688
1038,153.11313
1039,193.81699
1040,2197.268
1041,15.509738
1042,501.2605
1043,6.6812997
1044,1651.9878
1045,189.38553
1046,6.626602
1047,120.69992
1048,67.45893
1049,16.490229
1050,25.206898
1051,12.850213
1052,253.78966
1053,108.670555
1054,38.110435
1055,1238.1243
1056,133.50635
1057,1813.2002
1058,59.961437
1059,2309.3164
1060,338.62637
1061,200.46161
1062,61.95405
1063,214.32152
1064,97.62993
1065,21.455698
1066,2966.8513
1067,170.80936
1068,28.12029
1069,320.61584
1070,168.51572
1071,113.365776
1072,53.981636
1073,16.066444
1074,1023.29034
1075,15.279127
1076,170.00514
1077,99.127884
1078,320.2829
1079,30.830206
1080,163.13918
1081,154.40843
1082,5.9217877
1083,29.031818
1084,1338.8619
1085,138.68634
1086,270.68295
1087,75.51365
1088,453.47296
1089,48.254986
1090,42.68057
1091,18.763783
1092,213.75139
1093,123.82843
1094,643.97076
1095,15.517354
1096,11.305449
1097,5.6399684
1098,35.326523
1099,1181.1055
1100,8236.597
1101,6.2821865
1102,315.01782
1103,161.18027
1104,58.426727
1105,213.24731
1106,1181.0796
1107,332.00885
1108,579.17
1109,8.982252
1110,1071.2487
1111,174.98772
1112,7.218809
1113,14.406397
1114,240.2156
1115,19.515648
1116,387.9999
1117,73.92379
1118,130.99791
1119,5.035442
1120,12.793703
1121,21.181139
1122,208.22981
1123,57.47261
1124,100.538445
1125,365.06552
1126,22.791311
1127,181.5574
1128,330.6967
1129,11.213023
1130,618.80914
1131,532.18097
1132,196.13329
1133,204.26817
1134,181.66116
1135,62.961887
1136,9.723667
1137,46.883522
1138,15.439317
1139,21.524477
1140,90.05077
1141,779.4587
1142,134.631
1143,30.801708
1144,444.98468
1145,101.05808
1146,637.0375
1147,19.644268
1148,78.753685
1149,194.18951
1150,447.84488
1151,156.87851
1152,38.74666
1153,23.47801
1154,8.693616
1155,274.74768
1156,280.98984
1157,20.111303
1158,102.30808
1159,7.382159
1160,15.9399185
1161,1380.8252
1162,594.6971
1163,83.430336
1164,1226.6632
1165,40.37549
1166,1134.6593
1167,116.02291
1168,212.42332
1169,9.768127
1170,15.66679
1171,540.67194
1172,11.308149
1173,1075.6532
1174,206.8966
1175,6.2969546
1176,299.7197
1177,99.79784
1178,230.59265
1179,1724.3533
1180,193.94197
1181,2750.8208
1182,177.00478
1183,58.454273
1184,281.96143
1185,410.25327
1186,155.34772
1187,8.778641
1188,690.9097
1189,155.09401
1190,1445.7415
1191,1038.3994
1192,5.7801948
1193,137.38983
1194,4.1794353
1195,6.0932565
1196,699.9348
1197,1299.9983
1198,13.242216
1199,332.33282
1200,5.1022053
1201,57.416496
1202,308.64163
1203,215.9504
1204,134.47269
1205,198.66875
1206,23.857765
1207,339.65582
1208,14.027719
1209,442.22333
1210,660.632
1211,7.366371
1212,79.30988
1213,237.94139
1214,78.21361
1215,2028.5447
1216,32.99444
1217,25.239363
1218,264.0564
1219,418.67578
1220,22.853792
1221,385.72742
1222,5.7778735
1223,194.95723
1224,13.641787
1225,967.07355
1226,479.91245
1227,22.98713
1228,38.65181
1229,89.513695
1230,158.89088
1231,36.09223
1232,442.96146
1233,18.662388
1234,5.8933635
1235,45.505127
1236,45.189323
1237,5201.135
1238,840.5859
1239,22.824196
1240,2396.4036
1241,222.20528
1242,257.3923
1243,9.34436
1244,7227.0117
1245,13.583579
1246,324.30667
1247,66.742935
1248,490.3672
1249,376.26874
1250,182.45807
1251,158.67308
1252,101.45952
1253,24.510052
1254,13.563432
1255,16.823986
1256,300.5592
1257,180.08524
1258,26.536701
1259,50.74976
1260,55.98621
1261,557.42175
1262,1771.5955
1263,656.29816
1264,191.25854
1265,450.4934
1266,732.7185
1267,39.187428
1268,54.67
1269,910.5328
1270,6.062059
1271,752.3415
1272,14.633288
1273,116.59536
1274,47.604576
1275,89.83945
1276,539.41144
1277,132.51178
1278,205.99658
1279,33.333508
1280,110.82353
1281,533.16785
1282,1453.1254
1283,195.41342
1284,196.73784
1285,56.228447
1286,240.96872
1287,1283.7385
1288,1121.8628
1289,442.04907
1290,6.1631603
1291,144.55745
1292,69.81456
1293,11.674859
1294,6.4231825
1295,4164.2617
1296,37.215397
1297,14.088732
1298,339.79724
1299,49.591434
1300,9.269591
1301,36.888546
1302,4.849578
1303,23.066448
1304,55.010204
1305,15.543534
1306,287.5293
1307,84.64029
1308,52.48507
1309,132.28462
1310,353.92163
1311,125.14816
1312,258.7732
1313,98.22383
1314,704.96716
1315,84.25657
1316,346.48526
1317,15.521402
1318,928.4399
1319,134.49646
1320,13.710849
1321,24.170073
1322,98.610275
1323,107.29973
1324,19.74802
1325,329.6488
1326,7.6865625
1327,16.855381
1328,5.7693887
1329,63.56453
1330,1058.8711
1331,254.9755
1332,10.158583
1333,45.531784
1334,305.4745
1335,50.84296
1336,131.83195
1337,279.0438
1338,11.773214
1339,515.474
1340,8.120209
1341,56.225506
1342,125.7377
1343,55.665203
1344,171.59059
1345,45.177578
1346,101.18053
1347,16.812023
1348,58.068645
1349,658.48676
1350,726.6225
1351,395.28317
1352,258.57953
1353,16.169905
1354,14.451322
1355,158.21063
1356,2781.523
1357,82.78928
1358,671.22266
1359,694.5292
1360,360.64145
1361,3283.3137
1362,28.620462
1363,22.299929
1364,55.124683
1365,640.5511
1366,362.05228
1367,219.08397
1368,28.290302
1369,161.89284
1370,13.382407
1371,21.5391
1372,18.99854
1373,12.9466095
1374,189.31435
1375,124.60468
1376,17.14898
1377,217.9613
1378,32.04614
1379,54.6895
1380,663.44775
1381,183.10901
1382,563.8226
1383,142.36194
1384,6.670804
1385,26.392727
1386,2589.625
1387,396.02628
1388,166.77171
1389,35.150394
1390,25.420696
1391,144.01044
1392,9.856536
1393,6.8529663
1394,1006.5389
1395,1359.9875
1396,28.442272
1397,590.35974
1398,663.7507
1399,426.38345
1400,301.04446
1401,44.586674
1402,535.22626
1403,27.309666
1404,16.266611
1405,21.49371
1406,1031.9719
1407,302.71436
1408,511.1917
1409,76.192924
1410,184.4001
1411,6.0314374
1412,183.5994
1413,59.47384
1414,346.25125
1415,32.04805
1416,101.16253
1417,184.13425
1418,742.3098
1419,10.951184
1420,159.83139
1421,860.30707
1422,809.416
1423,1810.8478
1424,144.15968
1425,1010.53534
1426,243.50569
1427,880.8565
1428,25.240263
1429,508.32245
1430,17.877264
1431,576.6948
1432,32.386723
1433,172.37537
1434,13.250709
1435,11.909887
1436,63.165207
1437,58.176636
1438,89.70543
1439,51.940876
1440,716.18677
1441,13.8326025
1442,5.101056
1443,72.204216
1444,120.0375
1445,269.1824
1446,405.64844
1447,211.39046
1448,21.939535
1449,355.46643
1450,207.35362
1451,392.92432
1452,683.87933
1453,882.4683
1454,4.703351
1455,198.16763
1456,305.15872
1457,107.35478
1458,133.30899
1459,791.0901
1460,114.726715
1461,36.44673
1462,32.90729
1463,544.17444
1464,182.68436
1465,7.924528
1466,103.22087
1467,282.61954
1468,132.92366
1469,342.67407
1470,43.71042
1471,148.79375
1472,165.85262
1473,623.86755
1474,604.8696
1475,390.40558
1476,142.97572
1477,728.3671
1478,22.001923
1479,1370.5315
1480,188.03127
1481,82.98775
1482,88.96973
1483,468.0668
1484,62.61316
1485,21.69205
1486,107.791626
1487,568.16156
1488,501.21628
1489,935.18896
1490,1022.4615
1491,221.16016
1492,66.76647
1493,325.35034
1494,18.388588
1495,87.26985
1496,196.93526
1497,579.3186
1498,173.53926
1499,454.1722
1500,3655.379
1501,76.450935
1502,519.80914
1503,125.50874
1504,118.25942
1505,47.754505
1506,2156.1309
1507,22.61276
1508,19.259604
1509,88.06278
1510,7.514475
1511,545.58215
1512,178.26724
1513,281.90765
1514,458.94733
1515,7.2932053
1516,7.158199
1517,215.15623
1518,61.022816
1519,10.354229
1520,19.08645
1521,8.322186
1522,340.7301
1523,244.16525
1524,692.0304
1525,570.6072
1526,239.89436
1527,684.7547
1528,621.6
1529,931.1523
1530,123.82064
1531,52.82587
1532,295.0525
1533,329.61133
1534,173.73859
1535,107.882095
1536,3374.8032
1537,152.95364
1538,93.4638
1539,838.47906
1540,108.986755
1541,6.753671
1542,85.50984
1543,590.1691
1544,6.8747644
1545,77.04247
1546,24.324984
1547,1054.9584
1548,500.69296
1549,24.06286
1550,760.0031
1551,265.21066
1552,211.61392
1553,1058.8888
1554,114.006355
1555,94.85736
1556,21.712017
1557,739.1656
1558,62.471397
1559,46.3567
1560,548.8934
1561,59.04888
1562,378.1806
1563,131.224
1564,192.6703
1565,4564.6016
1566,120.114075
1567,17.1378
1568,347.84314
1569,15.607767
1570,38.815563
1571,57.448982
1572,67.62183
1573,96.723114
1574,85.60711
1575,265.7381
1576,145.2309
1577,323.3129
1578,8.8319845
1579,478.95853
1580,114.89131
1581,60.83015
1582,7.683222
1583,2514.802
1584,1602.0212
1585,1292.458
1586,37.36859
1587,123.04191
1588,77.776886
1589,421.9228
1590,175.23718
1591,399.95303
1592,179.29903
1593,661.2798
1594,384.26434
1595,45.032574
1596,78.54635
1597,494.58124
1598,206.80322
1599,246.79276
1600,170.89941
1601,348.04074
1602,1632.0933
1603,104.45449
1604,143.33076
1605,64.65318
1606,75.74841
1607,2920.803
1608,41.064034
1609,46.41724
1610,460.08298
1611,223.51433
1612,14.860082
1613,89.72987
1614,89.901344
1615,763.6876
1616,39.170742
1617,92.283554
1618,85.6517
1619,98.6392
1620,165.32057
1621,245.30173
1622,353.95172
1623,241.29343
1624,277.10004
1625,8.904
1626,1788.7333
1627,413.83368
1628,275.19226
1629,768.91876
1630,304.8144
1631,75.68699
1632,61.49795
1633,1932.4048
1634,30.466585
1635,8.037471
1636,5.405918
1637,14.662032
1638,248.13742
1639,6.002241
1640,231.2493
1641,23.0569
1642,9.472256
1643,86.494255
1644,8.548236
1645,263.13223
1646,35.38382
1647,1703.603
1648,36.03448
1649,794.99493
1650,288.0844
1651,279.72708
1652,276.15234
1653,231.32181
1654,644.60956
1655,127.920944
1656,1210.6313
1657,43.369446
1658,3274.5325
1659,21.816458
1660,319.4951
1661,37.82926
1662,186.72981
1663,47.158966
1664,5896.453
1665,137.95372
1666,85.3468
1667,175.53981
1668,621.6049
1669,423.4435
1670,9.954617
1671,63.30114
1672,19.91636
1673,16.979328
1674,601.35315
1675,451.73077
1676,478.4714
1677,543.37494
1678,8617.195
1679,281.83224
1680,54.415634
1681,688.79034
1682,257.87833
1683,4.5098963
1684,15.665556
1685,144.99884
1686,196.25122
1687,201.6276
1688,12.940134
1689,48.018425
1690,1869.3191
1691,55.403675
1692,348.484
1693,988.7551
1694,50.485767
1695,679.1784
1696,23.871954
1697,560.5844
1698,61.385117
1699,267.08118
1700,387.65356
1701,22.067232
1702,127.34722
1703,495.50946
1704,23.94186
1705,106.67482
1706,30.513601
1707,138.2415
1708,264.62943
1709,19.449259
1710,286.43723
1711,209.24982
1712,61.686172
1713,5.2113934
1714,77.512474
1715,134.54738
1716,441.56726
1717,84.84952
1718,16.080242
1719,9.319015
1720,183.29965
1721,416.3703
1722,50.977764
1723,81.21503
1724,5.7037563
1725,102.127075
1726,194.88162
1727,31.310959
1728,153.5462
1729,66.47025
1730,7.391023
1731,29.478167
1732,4.9486647
1733,37.073837
1734,42.444035
1735,9.089657
1736,246.75072
1737,87.27894
1738,103.76367
1739,117.654045
1740,250.67953
1741,893.95154
1742,29.754019
1743,58.51521
1744,459.10687
1745,97.908264
1746,569.98224
1747,63.966198
1748,60.928516
1749,430.93024
1750,16.026915
1751,6.034497
1752,98.10144
1753,39.238758
1754,542.42267
1755,157.73216
1756,2849.8884
1757,50.197227
1758,291.0967
1759,46.135212
1760,112.72111
1761,61.235104
1762,4.1004753
1763,314.0986
1764,40.873383
1765,277.62875
1766,103.346725
1767,395.88092
1768,301.0081
1769,66.68753
1770,204.98083
1771,103.67918
1772,71.824135
1773,18.242016
1774,45.253418
1775,11.517464
1776,308.71454
1777,11.472351
1778,3579.0044
1779,214.67398
1780,25.830767
1781,2093.7725
1782,34.264248
1783,302.3954
1784,217.99234
1785,511.91693
1786,20.517557
1787,136.89049
1788,32.544067
1789,85.19201
1790,833.4588
1791,393.66254
1792,36.387672
1793,299.5545
1794,217.01624
1795,10473.937
1796,2896.3193
1797,14.246908
1798,3685.337
1799,201.18904
1800,5668.503
1801,6.6929803
1802,5.6672316
1803,976.31146
1804,723.8589
1805,4.478526
1806,21.754473
1807,345.5312
1808,16.389225
1809,317.66525
1810,20.212765
1811,92.740036
1812,4.990824
1813,1959.4895
1814,208.31432
1815,67.4436
1816,27.933249
1817,5844.3345
1818,535.2965
1819,1270.5648
1820,21.444105
1821,686.91394
1822,20.606688
1823,25.439598
1824,2354.418
1825,201.57663
1826,312.77637
1827,60.402756
1828,24.522346
1829,909.80695
1830,5.961721
1831,122.92743
1832,327.75
1833,7.388607
1834,207.81853
1835,138.41222
1836,2646.4565
1837,487.57404
1838,82.63296
1839,13.593284
1840,612.7026
1841,836.3695
1842,23.995275
1843,21.362265
1844,109.89375
1845,972.9102
1846,7.947764
1847,14.167763
1848,48.75366
1849,25.52089
1850,1200.669
1851,2190.0415
1852,61.657703
